,Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
199,Aadhaar,2019.0,107.0,Drama,7.6,69.0,Suman Ghosh,Vineet Kumar Singh,Saurabh Shukla,Raghuvir Yadav
200,Aadhaar,2004.0,131.0,Drama,6.0,55.0,Shorya Veer Saagar,Saurabh Agnihotri,Aryan Harnot,Pooja Raawat
201,Aadharshila,1982.0,154.0,Drama,6.4,19.0,Ashok Ahuja,Dolly Ahluwalia,Raja Bundela,Neena Gupta
202,Aadhe Adhure,1996.0,131.0,Drama,6.0,55.0,Pooja Choudhary,Tushar Dalvi,Narendra Gupta,Rekha Purohit
203,Aadhi Bhagavan,2013.0,157.0,"Action, Crime, Thriller",5.4,568.0,Ameer Sultan,Jayam Ravi,Neetu Chandra,Sudha Chandran
204,"Aadhi Haqeeqat, Aadha Fasana",1990.0,88.0,Documentary,6.0,55.0,Dilip Ghosh,,,
205,Aadhi Mimansa,1991.0,131.0,,6.2,9.0,Apurba Kishore Bir,Mohan Gokhale,Neena Gupta,Ashok Kumar
206,Aadhi Raat,1957.0,131.0,,6.0,55.0,Chandrakant,,,
207,Aadhi Raat,1950.0,115.0,"Drama, Romance",6.7,9.0,S.K. Ojha,Cuckoo,Jeevan,Kuldip Kaur
208,Aadhi Raat,1999.0,131.0,Horror,6.0,55.0,Hriday Shankar,Manoj Bakshi,Satyendra Kapoor,Satnam Kaur
209,Aadhi Roti,1957.0,131.0,Drama,6.0,55.0,Chandrakant,Prem Adib,Master Bhagwan,Daisy Irani
210,Aadhi Zindagi Aadhi Maut,1986.0,131.0,Thriller,6.0,55.0,V. Menon,Aparajita,Abhi Bhattacharya,Sargam
211,Aadi Shakti,1992.0,131.0,Action,6.0,55.0,Govind Singh,Raza Murad,Yunus Parvez,
212,Aadmi,1968.0,175.0,"Drama, Romance",6.8,196.0,A. Bhimsingh,Dilip Kumar,Waheeda Rehman,Manoj Kumar
213,Aadmi,1993.0,153.0,"Action, Crime, Drama",6.5,97.0,Arshad Khan,Ajit,Vikas Anand,Arjun
214,Aadmi Aur Apsara,1991.0,142.0,Fantasy,6.7,66.0,J. Om Prakash,K. Raghavendra Rao,Chiranjeevi,Amrish Puri
215,Aadmi Aur Aurat,2001.0,131.0,Thriller,6.0,55.0,Alka Kubal,Raza Murad,Ramanna,
216,Aadmi Aur Insaan,1969.0,168.0,"Drama, Romance, Thriller",6.2,149.0,Yash Chopra,Dharmendra,Saira Banu,Feroz Khan
217,Aadmi Khilona Hai,1993.0,158.0,"Drama, Romance",5.0,142.0,J. Om Prakash,Jeetendra,Reena Roy,Govinda
218,Aadmi Ki Aurat Aur Anya Kahaniya,2009.0,78.0,Drama,7.6,62.0,Amit Dutta,Ashok Chaudhary,Bramhaswaroop Mishra,Gagan Singh Sethi
219,Aadmi Sadak Ka,1977.0,138.0,"Drama, Family",5.4,34.0,Devendra Goel,Shatrughan Sinha,Vikram Makandar,Zaheera
220,Aadupuliyattam,2016.0,145.0,Horror,4.2,266.0,Kannan Thamarakkulam,Jayaram,Ramya Krishnan,Om Puri
221,Aafat,1977.0,148.0,"Crime, Drama",5.3,17.0,Atma Ram,Navin Nischol,Leena Chandavarkar,Jayshree T.
222,Aafat-e-Ishq,2021.0,131.0,"Comedy, Thriller",6.0,55.0,Indrajit Nattoji,Amit Sial,Neha Sharma,Garima Jain
223,Aafreen,2021.0,131.0,Romance,6.0,55.0,Manjeet Rai,Chitransh Raaj,Prishita Tiwari,Sapna Shetty
224,Aag,1948.0,138.0,"Musical, Romance",7.4,357.0,Raj Kapoor,Nargis,Kamini Kaushal,Nigar Sultana
225,Aag,1967.0,131.0,"Action, Drama",6.2,29.0,Naresh Kumar,Feroz Khan,Mumtaz,Achala Sachdev
226,Aag,1994.0,139.0,"Action, Comedy, Drama",4.6,227.0,K. Ravi Shankar,Govinda,Shilpa Shetty Kundra,Sonali Bendre
227,Aag Andhi Aur Toofan,1994.0,131.0,"Action, Thriller",3.1,11.0,Kanti Shah,Amit Dhamija,Mukesh Khanna,Kiran Kumar
228,Aag aur Angaray,1990.0,131.0,Action,6.0,55.0,Vikaram Naroo,Rakesh Bedi,Birbal,Gulshan Grover
229,Aag Aur Chingari,1994.0,133.0,Action,4.1,13.0,Kanti Shah,Alpana,Aparajita,Asrani
230,Aag Aur Daag,1970.0,131.0,"Action, Comedy, Drama",3.7,14.0,A. Salaam,Joy Mukherjee,Poonam Sinha,Master Bhagwan
231,Aag Aur Shabab,1990.0,101.0,Thriller,6.0,55.0,Ravi Kumar,Madhuri,Captain Raju,
232,Aag Aur Shola,1986.0,131.0,"Action, Drama, Romance",4.1,42.0,K. Bapaiah,Jeetendra,Sridevi,Mandakini
233,Aag Aur Shola,2001.0,131.0,Action,6.0,55.0,Ravi Raja Pinisetty,Kiran Rathod,Flora Saini,Raj Shekhar
234,Aag Aur Tezaab,1998.0,131.0,Action,6.0,55.0,Israr Ahmed,Jagdish Sidana,Satish Kaul,Kader Khan
235,Aag Aur Toofan,1975.0,131.0,"Action, Drama, Thriller",6.0,55.0,Tanvir Ahmed,Mumtaz,Robin Kumar,Anwar Hussain
236,Aag Hi Aag,1987.0,170.0,Action,5.3,93.0,Shibu Mitra,Dharmendra,Shatrughan Sinha,Moushumi Chatterjee
237,Aag Ka Dariya,1990.0,131.0,Action,4.2,22.0,S.V. Rajendra Singh Babu,Avtar Gill,Rajiv Kapoor,Padmini Kolhapure
238,Aag Ka Dariya,1953.0,131.0,"Drama, Family",6.0,55.0,Roop K. Shorey,Meena Shorey,Karan Dewan,Prithviraj Kapoor
239,Aag Ka Gola,1990.0,180.0,"Action, Drama",4.8,101.0,David Dhawan,Sunny Deol,Dimple Kapadia,Archana Puran Singh
240,Aag Ka Gola,2002.0,131.0,Action,6.0,55.0,Kishan Shah,Junior Amitabh Bachchan,Junior Mithun Chakraborthy,Junior Sanjay Dutt
241,Aag Ka Prem Yudh,2002.0,131.0,Action,6.0,55.0,Thriller Manju,Rachana Maurya,Sanghavi,Upendra
242,Aag Ka Toofaan,1993.0,137.0,Action,4.8,21.0,Kanti Shah,Dharmendra,Sadashiv Amrapurkar,Asrani
243,Aag Ke Sholay,1988.0,138.0,"Action, Thriller",3.4,7.0,S.R. Pratap,Bipasha,Hemant Birje,Sudhir Dalvi
244,Aag Ke Sholay,2001.0,139.0,Action,6.0,55.0,Kanti Shah,Anil Nagrath,Amit Pachori,Sapna Sappu
245,Aag Laga Do Sawan Ko,1991.0,131.0,"Drama, Romance",5.7,7.0,Anup Malik,Reema Lagoo,Kuldeep Mallik,Harish Patel
246,Aag Lagi Barsat Mein,1990.0,131.0,Thriller,6.0,55.0,Charanya,Y.G. Mahendran,Silk Smitha,
247,Aag Se Khelenge,1989.0,151.0,Action,5.0,52.0,Subhash Ghai,Bhaskar Shetty,Jeetendra,Anil Kapoor
248,Aagaah: The Warning,2011.0,131.0,"Drama, Horror, Thriller",3.6,23.0,Karan Razdan,Ila Arun,Anang Desai,Zakir Hussain
249,Aage Badho,1947.0,131.0,Drama,6.0,6.0,Yeshwant Pethkar,Dev Anand,Madhu Apte,Khurshid Begum
250,Aage Badho,1972.0,131.0,Romance,6.0,55.0,I.S. Johar,Dilip Dutt,Ambika Johar,Rajeev Kumar
251,Aage Kadam,1943.0,131.0,,6.0,55.0,N.R. Acharya,Anjali Devi,Mubarak,Motilal
252,Aage Ki Soch,1988.0,131.0,Comedy,4.8,30.0,Dada Kondke,Shakti Kapoor,Huma Khan,Dada Kondke
253,Aage Maut Peeche Maut,2001.0,78.0,Horror,3.1,7.0,A.T. Joy,Lekha Pande,Vimal Raj,Shakila
254,Aage Mod Hai,1987.0,131.0,,6.0,55.0,Ajit,Raja Bundela,Uday Chandra,Geeta Khanna
255,Aagey Se Right,2009.0,117.0,"Comedy, Crime, Drama",5.0,381.0,Indrajit Nattoji,Shreyas Talpade,Mahie Gill,Karan Veer Mehra
256,Aaghaat,2000.0,131.0,Action,6.0,55.0,Vijay Borade,Zaffar Abbas,Mohnish Bahl,Meena Bisht
257,Aaghaaz,2000.0,153.0,"Action, Crime, Drama",4.2,274.0,Yogesh Ishwar,Sunil Shetty,Sushmita Sen,Namrata Shirodkar
258,Aaghosh,1953.0,131.0,"Drama, Romance",6.0,55.0,R.D. Mathur,Agha,Nasir Khan,Leela Mishra
259,Aagman,1982.0,131.0,Drama,4.8,8.0,Muzaffar Ali,Masood Akhtar,Bharat Bhushan,Rajina Raj Bisaria
260,Aah,1953.0,150.0,"Drama, Musical, Romance",7.2,275.0,Raja Nawathe,Nargis,Raj Kapoor,Vijayalaxmi
261,Aahat - Ek Ajeeb Kahani,1971.0,131.0,Thriller,6.4,10.0,Kishore Rege,Jaya Bachchan,Ramesh Deo,Dharmendra
262,Aah-E-Mazluman,1935.0,131.0,,6.0,55.0,N.G. Bulchandani,Abdul Rehman Kabuli,,
263,Aahuti,1950.0,131.0,,6.0,55.0,Kulbhushan,Cuckoo,Indubala,Vikram Kapoor
264,Aahuti,1978.0,135.0,"Action, Drama",6.0,25.0,Ashok V. Bhushan,Rajendra Kumar,Shashi Kapoor,Rakesh Roshan
265,Aahuti,1992.0,131.0,Drama,6.0,55.0,Rajendra Bhatia,Arun Bali,,
266,Aahvaan,2020.0,114.0,"Comedy, Horror",6.0,55.0,Amrit Raj Thakur,Dev Vart Singh,Arya Chaturvedi,Muskaan Sinha
267,Aahwan,1996.0,131.0,Action,6.0,55.0,,,,
268,Aai Bahar,1946.0,131.0,,6.0,55.0,,,,
269,Aai Phirse Bahar,1960.0,131.0,,6.0,55.0,A. Bhimsingh,Padmini,Shivaji Ganesan,Rajasulochana
270,Aaina,1993.0,149.0,"Drama, Romance",6.0,448.0,Deepak Sareen,Jackie Shroff,Juhi Chawla,Amrita Singh
271,Aaina,1977.0,150.0,Drama,6.8,94.0,K. Balachander,Mumtaz,Rajesh Khanna,A.K. Hangal
272,Aaina,1944.0,131.0,"Drama, Romance",3.2,5.0,S.M. Yusuf,Husn Banu,Sulochana Chatterjee,Gope
273,Aaina,2019.0,60.0,Horror,6.0,55.0,Raja Bhargav,Komal Bharti,Urmila Chandolia,Ankit Jha
274,Aaiyash: The Desire,2004.0,123.0,"Drama, Romance",6.0,55.0,Sandeep Kumar,Akansha,Rakhi Bajaj,Amit Dhamija
275,Aaj,1987.0,116.0,Drama,5.5,281.0,Mahesh Bhatt,Raj Babbar,Smita Patil,Raj Kiran
276,Aaj Aur Kal,1947.0,131.0,"Comedy, Sci-Fi",4.1,8.0,Khwaja Ahmad Abbas,Nayantara,Shyam,Rashid Ahmed
277,Aaj Aur Kal,1963.0,144.0,"Drama, Romance",5.6,52.0,Vasant Joglekar,Ashok Kumar,Sunil Dutt,Nanda
278,Aaj Jaana Hai Ke Pyaar Kya Ha,2004.0,131.0,Romance,6.0,55.0,Vikram Naaru,Arun Bakshi,Bharat Kapoor,Shakti Kapoor
279,Aaj Ka Aladdin,1935.0,131.0,,6.0,5.0,Nagendra Majumdar,,,
280,Aaj Ka Andha Kanoon,2003.0,46.0,Action,3.1,15.0,Amit Chandra Sahay,Sudesh Berry,Priyanka Upendra,Aman Jalali
281,Aaj Ka Arjun,1990.0,164.0,"Action, Crime, Drama",4.7,586.0,K.C. Bokadia,Amitabh Bachchan,Jaya Prada,Radhika Sarathkumar
282,Aaj Ka Daur,1985.0,153.0,"Action, Drama",5.1,40.0,K. Bapaiah,Jackie Shroff,Padmini Kolhapure,Nirupa Roy
283,Aaj Ka Farhad,1948.0,131.0,,6.0,55.0,Balwant Joshi,Zohra,,
284,Aaj Ka Gang Leader,1993.0,131.0,Action,5.6,29.0,Kodanda Rami Reddy A.,Bhanupriya,Chiranjeevi,Radha
285,Aaj Ka Goonda Raaj,1992.0,147.0,"Action, Thriller",5.3,144.0,Ravi Raja Pinisetty,Chiranjeevi,Meenakshi Sheshadri,Raj Babbar
286,Aaj Ka Gunda,2001.0,131.0,"Action, Thriller",4.7,23.0,Kanti Shah,Dharmendra,Mohan Joshi,Shakti Kapoor
287,Aaj Ka Gunda,1992.0,131.0,Action,6.0,55.0,Ravi Raja Pinisetty,Chiranjeevi,Radha,Vijayshanti
288,Aaj Ka Gunda Raaj,2006.0,131.0,Action,6.0,46.0,Mahesh Anand,Tanikella Bharani,Gulshan Grover,Milind Gunaji
289,Aaj Ka Hindustan,1940.0,131.0,,6.0,55.0,Jayant Desai,Rose,Prithviraj Kapoor,Ishwarlal
290,Aaj Ka Inteqaam,1991.0,131.0,Thriller,6.0,55.0,Rajni Bala,Jainendra,Jamuna,Neela
291,Aaj Ka Krantiveer,2004.0,131.0,Action,6.0,55.0,Jayasudha,Nassar,Soundarya,Vijayakanth
292,Aaj Ka Laawaris,2006.0,131.0,Action,5.7,17.0,Arjun Sarja,Jagapathi Babu,Gajala,Vija Kumar
293,Aaj Ka Mahaatma,1976.0,170.0,"Action, Romance",3.5,23.0,Kundan Kumar,Randhir Kapoor,Rekha,Ranjeet
294,Aaj Ka Maseeha,1995.0,131.0,Action,6.0,55.0,Sahil Surti,Rakesh Bedi,Brahmachari,Jamuna
295,Aaj Ka Nanha Farishta,2000.0,131.0,"Action, Crime, Thriller",5.8,8.0,Pratap Barot,Ishrat Ali,Vikas Anand,Raj Babbar
296,Aaj Ka Parshuram,1992.0,131.0,Action,6.0,55.0,Satya Murthy G.,Nagendra,Disco Shanti,
297,Aaj Ka Ravan,2000.0,128.0,"Action, Crime",4.3,31.0,Kasam Ali,Mithun Chakraborty,Gajendra Chauhan,Siddharth Dhawan
298,Aaj Ka Romeo,1995.0,131.0,Action,6.0,55.0,Pavithran,Prabhu Deva,Sarath Kumar,Kushboo
299,Aaj Ka Samson,1991.0,123.0,"Action, Romance",3.1,14.0,Kukoo Kapoor,Hemant Birje,Sahila Chaddha,Goga Kapoor
300,Aaj Ka Shahen Shah,1997.0,131.0,Action,6.0,55.0,Kodanda Rami Reddy A.,Bhanupriya,Chiranjeevi,Manik Irani
301,Aaj Ka Ye Ghar,1976.0,131.0,Drama,4.5,10.0,Surendra Shailaj,Jaymala Adarsh,Shreeram Lagoo,Romesh Sharma
302,Aaj Kaa M.L.A. Ram Avtar,1984.0,157.0,"Action, Drama",5.8,65.0,Narayana Rao Dasari,Rajesh Khanna,Shabana Azmi,Deven Verma
303,Aaj Kal,1934.0,131.0,,6.0,55.0,R.S. Choudhury,Jal Merchant,Shantakumari,
304,Aaj Ke Angaarey,1988.0,128.0,"Action, Drama",5.0,26.0,Babbar Subhash,Vinod K. Verma,Hemant Birje,Archana Puran Singh
305,Aaj Ke Shahenshah,1990.0,132.0,Action,3.3,15.0,Shibu Mitra,Jeetendra,Raj Babbar,Chunky Panday
306,Aaj Ke Sholey,1985.0,131.0,Adventure,5.3,37.0,S.V. Rajendra Singh Babu,Jayanthi,Manjula,Amrish Puri
307,Aaj Ki Awaz,1984.0,137.0,"Action, Drama, Crime",5.6,79.0,Ravi Chopra,Raj Babbar,Smita Patil,Rashmi Chauhan
308,Aaj Ki Baat,1955.0,131.0,,6.0,55.0,Leela Chitnis,Ajit,Ajit Chitnis,Leela Chitnis
309,Aaj Ki Biwi,1991.0,131.0,Drama,6.0,55.0,Ajay Kumar,Vijay Kumar,Jaishree Patel,
310,Aaj Ki Dhara,1979.0,131.0,Drama,6.0,55.0,Mukul Dutt,Danny Denzongpa,Padma Khanna,Pradeep Kumar
311,Aaj Ki Duniya,1940.0,131.0,Drama,6.0,55.0,G.P. Pawar,Jeevan,Trilok Kapoor,Nazir
312,Aaj Ki Jung,1988.0,131.0,Action,6.0,55.0,Kodanda Rami Reddy A.,,,
313,Aaj Ki Pukar,1976.0,131.0,Drama,6.0,55.0,,,,
314,Aaj Ki Raat,1948.0,131.0,,6.0,55.0,D.D. Kashyap,Motilal,Suraiya,Lala Yaqoob
315,Aaj Ki Raat,1992.0,131.0,Thriller,6.0,55.0,Madhuri,Pratap,Raghu,Ravi
316,Aaj Ki Taaqat,1992.0,131.0,,6.0,55.0,Anil Nagrath,Jaya Mathur,Anil Nagrath,Sunil Puri
317,Aaj Ki Taaza Khabar,1973.0,131.0,Comedy,7.3,88.0,Rajendra Bhatia,Radha Saluja,Kiran Kumar,I.S. Johar
318,Aaj Kie Aurat,1993.0,131.0,"Action, Drama",3.8,14.0,Avtar Bhogal,Jeetendra,Dimple Kapadia,Sujata Mehta
319,Aaj Watan Ne Humen Pukara,1968.0,131.0,Drama,6.0,55.0,,,,
320,Aaja Mere Mehboob,1994.0,131.0,Romance,6.0,55.0,Rakesh Kakaria,,,
321,Aaja Mere Raja,2000.0,131.0,Drama,6.0,55.0,Pradeep Chandra,Beena Banerjee,Amita Nangia,Moon Moon Sen
322,Aaja Meri Bahon Mein,2002.0,131.0,Romance,6.0,55.0,,,,
323,Aaja Meri Jaan,1993.0,162.0,Romance,4.4,30.0,Ketan Anand,Krishan Kumar,Tanya Singh,Shammi Kapoor
324,Aaja Nachle,2007.0,137.0,"Drama, Family, Music",6.2,2998.0,Anil Mehta,Madhuri Dixit,Darshan Jariwala,Raghuvir Yadav
325,Aaja Re O Sajana,1994.0,131.0,"Drama, Romance",6.0,55.0,Tammu Hasan,Neelima Azim,Bob Christo,Puneet Issar
326,Aaja Sanam,1968.0,121.0,"Drama, Romance",6.7,14.0,Yusuf Naqvi,Feroz Khan,Tanuja,Deven Verma
327,Aaja Sanam,1994.0,131.0,"Drama, Romance",3.3,7.0,Mohnish Bahl,Chandni,Kulbhushan Kharbanda,Ranbir Pushp
328,Aakanksha,1993.0,120.0,Drama,6.0,55.0,Dinkar Chowdhary,Om Puri,Pankaj Kapur,Sadashiv Amrapurkar
329,Aakhet,,131.0,Drama,6.0,55.0,Ravi Buley,Tanima Bhattacharya,Narottam Bain,Rajnikant Singh
330,Aakhir,1984.0,131.0,Comedy,6.0,55.0,K.K. Talwar,Jalal Agha,Kalpana Iyer,Jagdeep
331,Aakhir Kaun Thi Woh?,2000.0,131.0,"Action, Mystery, Thriller",4.4,5.0,Bapu,Raj Babbar,Raza Murad,Sripradha
332,Aakhir Kyon?,1985.0,131.0,Drama,6.6,158.0,J. Om Prakash,Rajesh Khanna,Smita Patil,Rakesh Roshan
333,Aakhree Raasta,1986.0,164.0,"Action, Crime, Drama",7.1,1283.0,Bhagyaraj,Amitabh Bachchan,Sridevi,Jaya Prada
334,Aakhri Adaalat,1988.0,148.0,"Action, Thriller",5.2,78.0,Rajiv Mehra,Vinod Khanna,Dimple Kapadia,Jackie Shroff
335,Aakhri Baazi,1989.0,149.0,"Action, Drama, Family",4.1,53.0,Ashim S. Samanta,Shatrughan Sinha,Moushumi Chatterjee,Govinda
336,Aakhri Badla,1989.0,120.0,"Action, Crime, Drama",5.0,21.0,Mangal Chakravarty,Tom Alter,Yogeeta Bali,Abhi Bhattacharya
337,Aakhri Badla,2004.0,131.0,Action,6.0,55.0,Meena Amani,Harikrishna,Rajeev Kanakala,Mumait Khan
338,Aakhri Cheekh,1991.0,131.0,Horror,4.8,47.0,Kiran Ramsay,Vijayendra Ghatge,Javed Khan,Sripradha
339,Aakhri Chetawani,1993.0,131.0,,6.0,55.0,Deva Dutta,Bharat Bhushan,Sudha Chandran,Amita Nangia
340,Aakhri Daao,1975.0,131.0,"Action, Crime, Drama",5.5,29.0,A. Salaam,Jeetendra,Saira Banu,Padma Khanna
341,Aakhri Daku,1978.0,131.0,Action,5.6,21.0,Prakash Mehra,Randhir Kapoor,Vinod Khanna,Rekha
342,Aakhri Dao,1958.0,131.0,Comedy,6.4,16.0,Mahesh Kaul,Nutan,Shekhar,Jeevan
343,Aakhri Dastak,2004.0,131.0,Drama,6.0,55.0,Kishore Dang,Aasif Sheikh,Preeti Bhutani,Raza Murad
344,Aakhri Galti,1936.0,131.0,,6.0,55.0,Kamlabai Gokhale,,,
345,Aakhri Geet,1975.0,131.0,,6.0,55.0,G.V. Iyer,G.V. Narayana Rao,Rekha,Krishna Swamy
346,Aakhri Ghulam,1989.0,171.0,"Action, Crime, Drama",4.9,34.0,Shibu Mitra,Mithun Chakraborty,Sonam,Anupam Kher
347,Aakhri Goli,1977.0,131.0,Action,4.8,18.0,Shibu Mitra,Sunil Dutt,Leena Chandavarkar,Farida Jalal
348,Aakhri Insaaf,1980.0,131.0,"Action, Mystery",4.9,10.0,Kalidas,Mithun Chakraborty,Vijayendra Ghatge,Ashok Kumar
349,Aakhri Inteqam,2002.0,131.0,Action,2.5,16.0,Rajesh Bakshi,Sudesh Berry,Anu Kashyap,Amit Pachori
350,Aakhri Kasam,1979.0,126.0,"Action, Thriller",6.3,7.0,Dinesh-Ramanesh,Ramesh Puri,Vinod Mehra,Yogeeta Bali
351,Aakhri Khat,1966.0,153.0,Drama,6.9,122.0,Chetan Anand,Rajesh Khanna,Indrani Mukherjee,Master Bunty
352,Aakhri Khwahish-Ek Gunah Ki,2003.0,131.0,Thriller,6.0,55.0,Amrit Batra,Arun Bakshi,Ramesh Bhatkar,Dinesh Hingoo
353,Aakhri Mohabbat,1994.0,131.0,Romance,6.0,55.0,Abhilasha,Girish,Ravi Menon,Raghu
354,Aakhri Mujra,1981.0,121.0,"Drama, Musical",6.0,55.0,Hiren Nag,Asha Parekh,Vikram Makandar,Zarina Wahab
355,Aakhri Muqabla,1978.0,131.0,Action,6.0,55.0,,,,
356,Aakhri Nishan,1974.0,131.0,,6.0,55.0,S.A. Ashokan,Ram Chandran,Jyothi Lakshmi,
357,Aakhri Nishchay,1988.0,131.0,Drama,6.0,55.0,K.C. Agarwal,Ratan Aulakh,Anil Chadha,Sudhir Dalvi
358,Aakhri Paigham,1949.0,131.0,,6.0,55.0,Muzammil Khurshid,Muzammil Khurshid,Leela Mishra,Niranjan Sharma
359,Aakhri Raat,1999.0,131.0,Thriller,6.0,55.0,Papu Bahruz,Sudhir Dalvi,Raj Devgan,Mushtaq Khan
360,Aakhri Sajda,1977.0,110.0,Drama,6.0,55.0,Helen,Jagdeep,Murad,Maya Sinha
361,Aakhri Sangam,1990.0,160.0,"Action, Romance",7.3,39.0,N.K. Vishwanathan,Nassar,Nirosha,Aurn Pandian
362,Aakhri Sanghursh,1997.0,138.0,Action,2.8,17.0,Narendra Bedi,Vijayendra Ghatge,Kaajal Kiran,Mukesh Khanna
363,Aakhri Sauda: The Last Deal,2016.0,131.0,Thriller,6.0,55.0,Sandeep Kumar,Tanvi Arora,Sonia Bajwa,Aaryan Chopra
364,Aakraman,1975.0,139.0,"Drama, History, Romance",6.3,44.0,J. Om Prakash,Ashok Kumar,Sanjeev Kumar,Rakesh Roshan
365,Aakrandan,2001.0,131.0,Drama,6.0,55.0,,,,
366,Aakrant,1988.0,131.0,Drama,6.0,55.0,Vinod Kumar,Sadashiv Amrapurkar,C.S. Dubey,Kislaya
367,Aakrosh,1980.0,144.0,"Crime, Drama, Music",7.9,887.0,Govind Nihalani,Naseeruddin Shah,Smita Patil,Amrish Puri
368,Aakrosh,2010.0,115.0,"Action, Crime, Thriller",7.0,3464.0,Priyadarshan,Ajay Devgn,Akshaye Khanna,Bipasha Basu
369,Aakrosh: Cyclone of Anger,1998.0,131.0,"Action, Crime, Drama",4.6,93.0,Lateef Binny,Sunil Shetty,Shilpa Shetty Kundra,Girish Karnad
370,Aalaap,2012.0,116.0,Sci-Fi,5.4,26.0,Manish Manikpuri,Omkar Das Manikpuri,Pitobash,Amit Purohit
371,Aalavandhan,2001.0,177.0,"Action, Thriller",7.2,2192.0,Suresh Krishna,Kamal Haasan,Raveena Tandon,Manisha Koirala
372,Aalha Udal,1962.0,131.0,"Drama, History",6.0,55.0,Jaswant Jhaveri,Master Bhagwan,Paidi Jairaj,Jeevan
373,Aalwar,2007.0,152.0,Action,3.0,922.0,Chella,Ajith Kumar,Asin Thottumkal,Vivek
374,Aamaar Bhuvan,2018.0,107.0,"Drama, Family",7.7,72.0,Mrinal Sen,Saswata Chatterjee,Nandita Das,Koushik Sen
375,Aamdani Atthanni Kharcha Rupaiya,2001.0,150.0,"Comedy, Drama, Family",4.8,1238.0,K. Raghavendra Rao,A.S. Ravindra Babu,Govinda,Juhi Chawla
376,Aamir,2008.0,99.0,"Action, Crime, Drama",7.7,10862.0,Raj Kumar Gupta,Rajeev Khandelwal,Aishwarya,Vasan Bala
377,Aamna Saamna,2013.0,62.0,Animation,6.0,55.0,Rajiv Chilaka,Jigna Bhardwaj,Rajesh Kava,Sabina Malik
378,Aamne - Saamne,1967.0,163.0,"Crime, Mystery, Romance",6.5,81.0,Suraj Prakash,Shashi Kapoor,Sharmila Tagore,Prem Chopra
379,Aamne Samne,1982.0,143.0,"Action, Crime, Drama",6.4,53.0,Ashim S. Samanta,Mithun Chakraborty,Bindiya Goswami,Arti Gupta
380,Aamras: The Sweet Taste of Friendship,2009.0,131.0,Drama,5.8,60.0,Rupali Guha,Vega Tamotia,Ntasha Bhardwaj,Maanvi Gagroo
381,Aamrityu,2018.0,131.0,Drama,6.0,55.0,Arup Manna,,,
382,Aan Aur Shaan,1984.0,130.0,Drama,6.4,37.0,Ravi Tandon,Rishi Kapoor,Moushumi Chatterjee,Shammi Kapoor
383,Aan Baan,1972.0,131.0,Drama,6.1,28.0,Prakash Mehra,Rajendra Kumar,Rakhee Gulzar,Kumkum
384,Aan Baan,1956.0,131.0,Romance,2.8,5.0,D.D. Kashyap,Ajit,Nalini Jaywant,Mahipal
385,Aan Milo Sajna,1970.0,177.0,"Drama, Musical, Romance",6.4,211.0,Mukul Dutt,Rajesh Khanna,Asha Parekh,Vinod Khanna
386,Aan: Men at Work,2004.0,149.0,"Action, Crime, Drama",5.7,2907.0,Madhur Bhandarkar,Akshay Kumar,Shatrughan Sinha,Sunil Shetty
387,Aanch,2003.0,160.0,Drama,5.6,102.0,Rajesh Ram Singh,Arun Bakshi,Suchindra Bali,Poonam Jhawer
388,Aanchal,1980.0,138.0,"Action, Drama, Family",6.4,58.0,Anil Ganguly,Rajesh Khanna,Rakhee Gulzar,Rekha
389,Aanchal,1960.0,131.0,"Drama, Family",4.9,8.0,Vasant Joglekar,Ashok Kumar,Nirupa Roy,Nanda
390,Aanchal Ke Phool,1968.0,131.0,Drama,5.7,6.0,Karunesh Thakur,Sajjan,Kamini Kaushal,Dev Dutt
391,Aandha Intaquam,1993.0,131.0,Action,6.0,55.0,Swaroop Kumar,Shanti Priya,Ronit Roy,Tapasya
392,Aandhi,1975.0,133.0,"Drama, Romance",8.1,1406.0,Gulzar,Suchitra Sen,Sanjeev Kumar,Om Shivpuri
393,Aandhi,1948.0,131.0,Drama,6.0,55.0,T.R. Sundaram,,,
394,Aandhi Aur Toofan,1964.0,131.0,"Action, Adventure, Romance",6.0,8.0,Mohammed Hussain,Dara Singh,Mumtaz,Kamran
395,Aandhi-Toofan,1985.0,144.0,Drama,6.1,49.0,Babbar Subhash,Shashi Kapoor,Hema Malini,Danny Denzongpa
396,Aandhiyan,1952.0,136.0,Drama,7.4,30.0,Chetan Anand,Dev Anand,Nimmi,Kalpana Kartik
397,Aandhiyan,1990.0,145.0,Drama,4.8,38.0,David Dhawan,Mumtaz,Prasenjit Chatterjee,Madhushree
398,Aangan,1959.0,131.0,"Music, Romance",6.6,31.0,O.P. Dutta,Agha,Ameeta,Rehman
399,Aangan,1973.0,131.0,"Drama, Family",6.0,55.0,Nasir Hussain,Farida Jalal,Ashim Kumar,Leela Mishra
400,Aangan Ki Kali,1979.0,131.0,"Drama, Family",5.6,5.0,Harsh Kohli,Rakesh Roshan,Lakshmi,Prema Narayan
401,Aani Maani,2019.0,94.0,Drama,6.6,15.0,Fahim Irshad,Farrukh Seyer,Priyanka Verma,Neha Singh
402,Aankh Ka Nasha,1933.0,131.0,,6.0,55.0,J.J. Madan,Khurshid Begum,Mukhtar Begum,Jehanara Kajjan
