,Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Box_office
184,Aabra Ka Daabra,2004.0,144.0,Fantasy,2.4,264.0,Dheeraj Kumar,Naveen Bawa,Prabhu Deva,Satish Kaushik,Below_average
185,Aabroo,1956.0,131.0,Romance,6.0,55.0,Chaturbhuj Doshi,Kamini Kaushal,Kishore Kumar,Madan Puri,Average
186,Aabroo,1968.0,170.0,"Comedy, Crime, Drama",5.5,21.0,C.L. Rawal,Ashok Kumar,Vimi,Rehman,Average
187,Aabroo,1943.0,131.0,Unknown,5.2,5.0,Nazir,Unknown,Unknown,Unknown,Average
188,Aabshar,1953.0,131.0,"Drama, Romance",5.0,5.0,Hasrat Lucknowi,Iftekhar,Kuldip Kaur,Raaj Kumar,Average
189,Aadab Arz,1943.0,131.0,Unknown,5.2,5.0,V.C. Desai,Nalini Jaywant,Mukesh,Unknown,Average
190,Aadab Hyderabad,2007.0,104.0,Unknown,6.0,55.0,Sanjay Punjabi,Unknown,Unknown,Unknown,Average
191,Aadamkhor,1986.0,131.0,Action,5.5,6.0,Joginder Shelly,Sona Mastan Mirza,Joginder Shelly,Neelam Mehra,Average
192,Aadamkhor,2018.0,72.0,Horror,7.4,150.0,Kshitij Sharma,Deeya Dey,Anoma Pabuwal,Mahendra Singh Rawat,Hit
193,Aadamkhor Hasina,2002.0,131.0,Action,6.0,55.0,Salim Suma,Poonam Dasgupta,Raza Murad,Amit Pachori,Average
194,Aadarniy Pitaji,2020.0,131.0,Family,6.0,55.0,Prashant Kumar,Unknown,Unknown,Unknown,Average
195,Aadarsh,1983.0,131.0,Drama,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
196,Aadat,1989.0,131.0,Unknown,6.0,55.0,Dev Malhotra,Madhuri Mishra,Ashok Pandey,Reema Raj,Average
197,Aadat Se Majboor,1982.0,105.0,"Action, Crime, Drama",5.5,28.0,Ambrish Sangal,Mithun Chakraborty,Rameshwari,Madan Puri,Average
198,Aadha Din Aadhee Raat,1977.0,132.0,Action,5.1,18.0,Doondi,Jalal Agha,Vinod Khanna,Shabana Azmi,Average
199,Aadhaar,2019.0,107.0,Drama,7.6,69.0,Suman Ghosh,Vineet Kumar Singh,Saurabh Shukla,Raghuvir Yadav,Hit
200,Aadhaar,2004.0,131.0,Drama,6.0,55.0,Shorya Veer Saagar,Saurabh Agnihotri,Aryan Harnot,Pooja Raawat,Average
201,Aadharshila,1982.0,154.0,Drama,6.4,19.0,Ashok Ahuja,Dolly Ahluwalia,Raja Bundela,Neena Gupta,Average
202,Aadhe Adhure,1996.0,131.0,Drama,6.0,55.0,Pooja Choudhary,Tushar Dalvi,Narendra Gupta,Rekha Purohit,Average
203,Aadhi Bhagavan,2013.0,157.0,"Action, Crime, Thriller",5.4,568.0,Ameer Sultan,Jayam Ravi,Neetu Chandra,Sudha Chandran,Average
204,"Aadhi Haqeeqat, Aadha Fasana",1990.0,88.0,Documentary,6.0,55.0,Dilip Ghosh,Unknown,Unknown,Unknown,Average
205,Aadhi Mimansa,1991.0,131.0,Unknown,6.2,9.0,Apurba Kishore Bir,Mohan Gokhale,Neena Gupta,Ashok Kumar,Average
206,Aadhi Raat,1957.0,131.0,Unknown,6.0,55.0,Chandrakant,Unknown,Unknown,Unknown,Average
207,Aadhi Raat,1950.0,115.0,"Drama, Romance",6.7,9.0,S.K. Ojha,Cuckoo,Jeevan,Kuldip Kaur,Average
208,Aadhi Raat,1999.0,131.0,Horror,6.0,55.0,Hriday Shankar,Manoj Bakshi,Satyendra Kapoor,Satnam Kaur,Average
209,Aadhi Roti,1957.0,131.0,Drama,6.0,55.0,Chandrakant,Prem Adib,Master Bhagwan,Daisy Irani,Average
210,Aadhi Zindagi Aadhi Maut,1986.0,131.0,Thriller,6.0,55.0,V. Menon,Aparajita,Abhi Bhattacharya,Sargam,Average
211,Aadi Shakti,1992.0,131.0,Action,6.0,55.0,Govind Singh,Raza Murad,Yunus Parvez,Unknown,Average
212,Aadmi,1968.0,175.0,"Drama, Romance",6.8,196.0,A. Bhimsingh,Dilip Kumar,Waheeda Rehman,Manoj Kumar,Average
213,Aadmi,1993.0,153.0,"Action, Crime, Drama",6.5,97.0,Arshad Khan,Ajit,Vikas Anand,Arjun,Average
214,Aadmi Aur Apsara,1991.0,142.0,Fantasy,6.7,66.0,J. Om Prakash,K. Raghavendra Rao,Chiranjeevi,Amrish Puri,Average
215,Aadmi Aur Aurat,2001.0,131.0,Thriller,6.0,55.0,Alka Kubal,Raza Murad,Ramanna,Unknown,Average
216,Aadmi Aur Insaan,1969.0,168.0,"Drama, Romance, Thriller",6.2,149.0,Yash Chopra,Dharmendra,Saira Banu,Feroz Khan,Average
217,Aadmi Khilona Hai,1993.0,158.0,"Drama, Romance",5.0,142.0,J. Om Prakash,Jeetendra,Reena Roy,Govinda,Average
218,Aadmi Ki Aurat Aur Anya Kahaniya,2009.0,78.0,Drama,7.6,62.0,Amit Dutta,Ashok Chaudhary,Bramhaswaroop Mishra,Gagan Singh Sethi,Hit
219,Aadmi Sadak Ka,1977.0,138.0,"Drama, Family",5.4,34.0,Devendra Goel,Shatrughan Sinha,Vikram Makandar,Zaheera,Average
220,Aadupuliyattam,2016.0,145.0,Horror,4.2,266.0,Kannan Thamarakkulam,Jayaram,Ramya Krishnan,Om Puri,Average
221,Aafat,1977.0,148.0,"Crime, Drama",5.3,17.0,Atma Ram,Navin Nischol,Leena Chandavarkar,Jayshree T.,Average
222,Aafat-e-Ishq,2021.0,131.0,"Comedy, Thriller",6.0,55.0,Indrajit Nattoji,Amit Sial,Neha Sharma,Garima Jain,Average
223,Aafreen,2021.0,131.0,Romance,6.0,55.0,Manjeet Rai,Chitransh Raaj,Prishita Tiwari,Sapna Shetty,Average
224,Aag,1948.0,138.0,"Musical, Romance",7.4,357.0,Raj Kapoor,Nargis,Kamini Kaushal,Nigar Sultana,Hit
225,Aag,1967.0,131.0,"Action, Drama",6.2,29.0,Naresh Kumar,Feroz Khan,Mumtaz,Achala Sachdev,Average
226,Aag,1994.0,139.0,"Action, Comedy, Drama",4.6,227.0,K. Ravi Shankar,Govinda,Shilpa Shetty Kundra,Sonali Bendre,Average
227,Aag Andhi Aur Toofan,1994.0,131.0,"Action, Thriller",3.1,11.0,Kanti Shah,Amit Dhamija,Mukesh Khanna,Kiran Kumar,Below_average
228,Aag aur Angaray,1990.0,131.0,Action,6.0,55.0,Vikaram Naroo,Rakesh Bedi,Birbal,Gulshan Grover,Average
229,Aag Aur Chingari,1994.0,133.0,Action,4.1,13.0,Kanti Shah,Alpana,Aparajita,Asrani,Average
230,Aag Aur Daag,1970.0,131.0,"Action, Comedy, Drama",3.7,14.0,A. Salaam,Joy Mukherjee,Poonam Sinha,Master Bhagwan,Below_average
231,Aag Aur Shabab,1990.0,101.0,Thriller,6.0,55.0,Ravi Kumar,Madhuri,Captain Raju,Unknown,Average
232,Aag Aur Shola,1986.0,131.0,"Action, Drama, Romance",4.1,42.0,K. Bapaiah,Jeetendra,Sridevi,Mandakini,Average
233,Aag Aur Shola,2001.0,131.0,Action,6.0,55.0,Ravi Raja Pinisetty,Kiran Rathod,Flora Saini,Raj Shekhar,Average
234,Aag Aur Tezaab,1998.0,131.0,Action,6.0,55.0,Israr Ahmed,Jagdish Sidana,Satish Kaul,Kader Khan,Average
235,Aag Aur Toofan,1975.0,131.0,"Action, Drama, Thriller",6.0,55.0,Tanvir Ahmed,Mumtaz,Robin Kumar,Anwar Hussain,Average
236,Aag Hi Aag,1987.0,170.0,Action,5.3,93.0,Shibu Mitra,Dharmendra,Shatrughan Sinha,Moushumi Chatterjee,Average
237,Aag Ka Dariya,1990.0,131.0,Action,4.2,22.0,S.V. Rajendra Singh Babu,Avtar Gill,Rajiv Kapoor,Padmini Kolhapure,Average
238,Aag Ka Dariya,1953.0,131.0,"Drama, Family",6.0,55.0,Roop K. Shorey,Meena Shorey,Karan Dewan,Prithviraj Kapoor,Average
239,Aag Ka Gola,1990.0,180.0,"Action, Drama",4.8,101.0,David Dhawan,Sunny Deol,Dimple Kapadia,Archana Puran Singh,Average
240,Aag Ka Gola,2002.0,131.0,Action,6.0,55.0,Kishan Shah,Junior Amitabh Bachchan,Junior Mithun Chakraborthy,Junior Sanjay Dutt,Average
241,Aag Ka Prem Yudh,2002.0,131.0,Action,6.0,55.0,Thriller Manju,Rachana Maurya,Sanghavi,Upendra,Average
242,Aag Ka Toofaan,1993.0,137.0,Action,4.8,21.0,Kanti Shah,Dharmendra,Sadashiv Amrapurkar,Asrani,Average
243,Aag Ke Sholay,1988.0,138.0,"Action, Thriller",3.4,7.0,S.R. Pratap,Bipasha,Hemant Birje,Sudhir Dalvi,Below_average
244,Aag Ke Sholay,2001.0,139.0,Action,6.0,55.0,Kanti Shah,Anil Nagrath,Amit Pachori,Sapna Sappu,Average
245,Aag Laga Do Sawan Ko,1991.0,131.0,"Drama, Romance",5.7,7.0,Anup Malik,Reema Lagoo,Kuldeep Mallik,Harish Patel,Average
246,Aag Lagi Barsat Mein,1990.0,131.0,Thriller,6.0,55.0,Charanya,Y.G. Mahendran,Silk Smitha,Unknown,Average
247,Aag Se Khelenge,1989.0,151.0,Action,5.0,52.0,Subhash Ghai,Bhaskar Shetty,Jeetendra,Anil Kapoor,Average
248,Aagaah: The Warning,2011.0,131.0,"Drama, Horror, Thriller",3.6,23.0,Karan Razdan,Ila Arun,Anang Desai,Zakir Hussain,Below_average
249,Aage Badho,1947.0,131.0,Drama,6.0,6.0,Yeshwant Pethkar,Dev Anand,Madhu Apte,Khurshid Begum,Average
250,Aage Badho,1972.0,131.0,Romance,6.0,55.0,I.S. Johar,Dilip Dutt,Ambika Johar,Rajeev Kumar,Average
251,Aage Kadam,1943.0,131.0,Unknown,6.0,55.0,N.R. Acharya,Anjali Devi,Mubarak,Motilal,Average
252,Aage Ki Soch,1988.0,131.0,Comedy,4.8,30.0,Dada Kondke,Shakti Kapoor,Huma Khan,Dada Kondke,Average
253,Aage Maut Peeche Maut,2001.0,78.0,Horror,3.1,7.0,A.T. Joy,Lekha Pande,Vimal Raj,Shakila,Below_average
254,Aage Mod Hai,1987.0,131.0,Unknown,6.0,55.0,Ajit,Raja Bundela,Uday Chandra,Geeta Khanna,Average
255,Aagey Se Right,2009.0,117.0,"Comedy, Crime, Drama",5.0,381.0,Indrajit Nattoji,Shreyas Talpade,Mahie Gill,Karan Veer Mehra,Average
256,Aaghaat,2000.0,131.0,Action,6.0,55.0,Vijay Borade,Zaffar Abbas,Mohnish Bahl,Meena Bisht,Average
257,Aaghaaz,2000.0,153.0,"Action, Crime, Drama",4.2,274.0,Yogesh Ishwar,Sunil Shetty,Sushmita Sen,Namrata Shirodkar,Average
258,Aaghosh,1953.0,131.0,"Drama, Romance",6.0,55.0,R.D. Mathur,Agha,Nasir Khan,Leela Mishra,Average
259,Aagman,1982.0,131.0,Drama,4.8,8.0,Muzaffar Ali,Masood Akhtar,Bharat Bhushan,Rajina Raj Bisaria,Average
260,Aah,1953.0,150.0,"Drama, Musical, Romance",7.2,275.0,Raja Nawathe,Nargis,Raj Kapoor,Vijayalaxmi,Hit
261,Aahat - Ek Ajeeb Kahani,1971.0,131.0,Thriller,6.4,10.0,Kishore Rege,Jaya Bachchan,Ramesh Deo,Dharmendra,Average
262,Aah-E-Mazluman,1935.0,131.0,Unknown,6.0,55.0,N.G. Bulchandani,Abdul Rehman Kabuli,Unknown,Unknown,Average
263,Aahuti,1950.0,131.0,Unknown,6.0,55.0,Kulbhushan,Cuckoo,Indubala,Vikram Kapoor,Average
264,Aahuti,1978.0,135.0,"Action, Drama",6.0,25.0,Ashok V. Bhushan,Rajendra Kumar,Shashi Kapoor,Rakesh Roshan,Average
265,Aahuti,1992.0,131.0,Drama,6.0,55.0,Rajendra Bhatia,Arun Bali,Unknown,Unknown,Average
266,Aahvaan,2020.0,114.0,"Comedy, Horror",6.0,55.0,Amrit Raj Thakur,Dev Vart Singh,Arya Chaturvedi,Muskaan Sinha,Average
267,Aahwan,1996.0,131.0,Action,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
268,Aai Bahar,1946.0,131.0,Unknown,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
269,Aai Phirse Bahar,1960.0,131.0,Unknown,6.0,55.0,A. Bhimsingh,Padmini,Shivaji Ganesan,Rajasulochana,Average
270,Aaina,1993.0,149.0,"Drama, Romance",6.0,448.0,Deepak Sareen,Jackie Shroff,Juhi Chawla,Amrita Singh,Average
271,Aaina,1977.0,150.0,Drama,6.8,94.0,K. Balachander,Mumtaz,Rajesh Khanna,A.K. Hangal,Average
272,Aaina,1944.0,131.0,"Drama, Romance",3.2,5.0,S.M. Yusuf,Husn Banu,Sulochana Chatterjee,Gope,Below_average
273,Aaina,2019.0,60.0,Horror,6.0,55.0,Raja Bhargav,Komal Bharti,Urmila Chandolia,Ankit Jha,Average
274,Aaiyash: The Desire,2004.0,123.0,"Drama, Romance",6.0,55.0,Sandeep Kumar,Akansha,Rakhi Bajaj,Amit Dhamija,Average
275,Aaj,1987.0,116.0,Drama,5.5,281.0,Mahesh Bhatt,Raj Babbar,Smita Patil,Raj Kiran,Average
276,Aaj Aur Kal,1947.0,131.0,"Comedy, Sci-Fi",4.1,8.0,Khwaja Ahmad Abbas,Nayantara,Shyam,Rashid Ahmed,Average
277,Aaj Aur Kal,1963.0,144.0,"Drama, Romance",5.6,52.0,Vasant Joglekar,Ashok Kumar,Sunil Dutt,Nanda,Average
278,Aaj Jaana Hai Ke Pyaar Kya Ha,2004.0,131.0,Romance,6.0,55.0,Vikram Naaru,Arun Bakshi,Bharat Kapoor,Shakti Kapoor,Average
279,Aaj Ka Aladdin,1935.0,131.0,Unknown,6.0,5.0,Nagendra Majumdar,Unknown,Unknown,Unknown,Average
280,Aaj Ka Andha Kanoon,2003.0,46.0,Action,3.1,15.0,Amit Chandra Sahay,Sudesh Berry,Priyanka Upendra,Aman Jalali,Below_average
281,Aaj Ka Arjun,1990.0,164.0,"Action, Crime, Drama",4.7,586.0,K.C. Bokadia,Amitabh Bachchan,Jaya Prada,Radhika Sarathkumar,Average
282,Aaj Ka Daur,1985.0,153.0,"Action, Drama",5.1,40.0,K. Bapaiah,Jackie Shroff,Padmini Kolhapure,Nirupa Roy,Average
283,Aaj Ka Farhad,1948.0,131.0,Unknown,6.0,55.0,Balwant Joshi,Zohra,Unknown,Unknown,Average
284,Aaj Ka Gang Leader,1993.0,131.0,Action,5.6,29.0,Kodanda Rami Reddy A.,Bhanupriya,Chiranjeevi,Radha,Average
285,Aaj Ka Goonda Raaj,1992.0,147.0,"Action, Thriller",5.3,144.0,Ravi Raja Pinisetty,Chiranjeevi,Meenakshi Sheshadri,Raj Babbar,Average
286,Aaj Ka Gunda,2001.0,131.0,"Action, Thriller",4.7,23.0,Kanti Shah,Dharmendra,Mohan Joshi,Shakti Kapoor,Average
287,Aaj Ka Gunda,1992.0,131.0,Action,6.0,55.0,Ravi Raja Pinisetty,Chiranjeevi,Radha,Vijayshanti,Average
288,Aaj Ka Gunda Raaj,2006.0,131.0,Action,6.0,46.0,Mahesh Anand,Tanikella Bharani,Gulshan Grover,Milind Gunaji,Average
289,Aaj Ka Hindustan,1940.0,131.0,Unknown,6.0,55.0,Jayant Desai,Rose,Prithviraj Kapoor,Ishwarlal,Average
290,Aaj Ka Inteqaam,1991.0,131.0,Thriller,6.0,55.0,Rajni Bala,Jainendra,Jamuna,Neela,Average
291,Aaj Ka Krantiveer,2004.0,131.0,Action,6.0,55.0,Jayasudha,Nassar,Soundarya,Vijayakanth,Average
292,Aaj Ka Laawaris,2006.0,131.0,Action,5.7,17.0,Arjun Sarja,Jagapathi Babu,Gajala,Vija Kumar,Average
293,Aaj Ka Mahaatma,1976.0,170.0,"Action, Romance",3.5,23.0,Kundan Kumar,Randhir Kapoor,Rekha,Ranjeet,Below_average
294,Aaj Ka Maseeha,1995.0,131.0,Action,6.0,55.0,Sahil Surti,Rakesh Bedi,Brahmachari,Jamuna,Average
295,Aaj Ka Nanha Farishta,2000.0,131.0,"Action, Crime, Thriller",5.8,8.0,Pratap Barot,Ishrat Ali,Vikas Anand,Raj Babbar,Average
296,Aaj Ka Parshuram,1992.0,131.0,Action,6.0,55.0,Satya Murthy G.,Nagendra,Disco Shanti,Unknown,Average
297,Aaj Ka Ravan,2000.0,128.0,"Action, Crime",4.3,31.0,Kasam Ali,Mithun Chakraborty,Gajendra Chauhan,Siddharth Dhawan,Average
298,Aaj Ka Romeo,1995.0,131.0,Action,6.0,55.0,Pavithran,Prabhu Deva,Sarath Kumar,Kushboo,Average
299,Aaj Ka Samson,1991.0,123.0,"Action, Romance",3.1,14.0,Kukoo Kapoor,Hemant Birje,Sahila Chaddha,Goga Kapoor,Below_average
300,Aaj Ka Shahen Shah,1997.0,131.0,Action,6.0,55.0,Kodanda Rami Reddy A.,Bhanupriya,Chiranjeevi,Manik Irani,Average
301,Aaj Ka Ye Ghar,1976.0,131.0,Drama,4.5,10.0,Surendra Shailaj,Jaymala Adarsh,Shreeram Lagoo,Romesh Sharma,Average
302,Aaj Kaa M.L.A. Ram Avtar,1984.0,157.0,"Action, Drama",5.8,65.0,Narayana Rao Dasari,Rajesh Khanna,Shabana Azmi,Deven Verma,Average
303,Aaj Kal,1934.0,131.0,Unknown,6.0,55.0,R.S. Choudhury,Jal Merchant,Shantakumari,Unknown,Average
304,Aaj Ke Angaarey,1988.0,128.0,"Action, Drama",5.0,26.0,Babbar Subhash,Vinod K. Verma,Hemant Birje,Archana Puran Singh,Average
305,Aaj Ke Shahenshah,1990.0,132.0,Action,3.3,15.0,Shibu Mitra,Jeetendra,Raj Babbar,Chunky Panday,Below_average
306,Aaj Ke Sholey,1985.0,131.0,Adventure,5.3,37.0,S.V. Rajendra Singh Babu,Jayanthi,Manjula,Amrish Puri,Average
307,Aaj Ki Awaz,1984.0,137.0,"Action, Drama, Crime",5.6,79.0,Ravi Chopra,Raj Babbar,Smita Patil,Rashmi Chauhan,Average
308,Aaj Ki Baat,1955.0,131.0,Unknown,6.0,55.0,Leela Chitnis,Ajit,Ajit Chitnis,Leela Chitnis,Average
309,Aaj Ki Biwi,1991.0,131.0,Drama,6.0,55.0,Ajay Kumar,Vijay Kumar,Jaishree Patel,Unknown,Average
310,Aaj Ki Dhara,1979.0,131.0,Drama,6.0,55.0,Mukul Dutt,Danny Denzongpa,Padma Khanna,Pradeep Kumar,Average
311,Aaj Ki Duniya,1940.0,131.0,Drama,6.0,55.0,G.P. Pawar,Jeevan,Trilok Kapoor,Nazir,Average
312,Aaj Ki Jung,1988.0,131.0,Action,6.0,55.0,Kodanda Rami Reddy A.,Unknown,Unknown,Unknown,Average
313,Aaj Ki Pukar,1976.0,131.0,Drama,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
314,Aaj Ki Raat,1948.0,131.0,Unknown,6.0,55.0,D.D. Kashyap,Motilal,Suraiya,Lala Yaqoob,Average
315,Aaj Ki Raat,1992.0,131.0,Thriller,6.0,55.0,Madhuri,Pratap,Raghu,Ravi,Average
316,Aaj Ki Taaqat,1992.0,131.0,Unknown,6.0,55.0,Anil Nagrath,Jaya Mathur,Anil Nagrath,Sunil Puri,Average
317,Aaj Ki Taaza Khabar,1973.0,131.0,Comedy,7.3,88.0,Rajendra Bhatia,Radha Saluja,Kiran Kumar,I.S. Johar,Hit
318,Aaj Kie Aurat,1993.0,131.0,"Action, Drama",3.8,14.0,Avtar Bhogal,Jeetendra,Dimple Kapadia,Sujata Mehta,Below_average
319,Aaj Watan Ne Humen Pukara,1968.0,131.0,Drama,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
320,Aaja Mere Mehboob,1994.0,131.0,Romance,6.0,55.0,Rakesh Kakaria,Unknown,Unknown,Unknown,Average
321,Aaja Mere Raja,2000.0,131.0,Drama,6.0,55.0,Pradeep Chandra,Beena Banerjee,Amita Nangia,Moon Moon Sen,Average
322,Aaja Meri Bahon Mein,2002.0,131.0,Romance,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
323,Aaja Meri Jaan,1993.0,162.0,Romance,4.4,30.0,Ketan Anand,Krishan Kumar,Tanya Singh,Shammi Kapoor,Average
324,Aaja Nachle,2007.0,137.0,"Drama, Family, Music",6.2,2998.0,Anil Mehta,Madhuri Dixit,Darshan Jariwala,Raghuvir Yadav,Average
325,Aaja Re O Sajana,1994.0,131.0,"Drama, Romance",6.0,55.0,Tammu Hasan,Neelima Azim,Bob Christo,Puneet Issar,Average
326,Aaja Sanam,1968.0,121.0,"Drama, Romance",6.7,14.0,Yusuf Naqvi,Feroz Khan,Tanuja,Deven Verma,Average
327,Aaja Sanam,1994.0,131.0,"Drama, Romance",3.3,7.0,Mohnish Bahl,Chandni,Kulbhushan Kharbanda,Ranbir Pushp,Below_average
328,Aakanksha,1993.0,120.0,Drama,6.0,55.0,Dinkar Chowdhary,Om Puri,Pankaj Kapur,Sadashiv Amrapurkar,Average
329,Aakhet,,131.0,Drama,6.0,55.0,Ravi Buley,Tanima Bhattacharya,Narottam Bain,Rajnikant Singh,Average
330,Aakhir,1984.0,131.0,Comedy,6.0,55.0,K.K. Talwar,Jalal Agha,Kalpana Iyer,Jagdeep,Average
331,Aakhir Kaun Thi Woh?,2000.0,131.0,"Action, Mystery, Thriller",4.4,5.0,Bapu,Raj Babbar,Raza Murad,Sripradha,Average
332,Aakhir Kyon?,1985.0,131.0,Drama,6.6,158.0,J. Om Prakash,Rajesh Khanna,Smita Patil,Rakesh Roshan,Average
333,Aakhree Raasta,1986.0,164.0,"Action, Crime, Drama",7.1,1283.0,Bhagyaraj,Amitabh Bachchan,Sridevi,Jaya Prada,Hit
334,Aakhri Adaalat,1988.0,148.0,"Action, Thriller",5.2,78.0,Rajiv Mehra,Vinod Khanna,Dimple Kapadia,Jackie Shroff,Average
335,Aakhri Baazi,1989.0,149.0,"Action, Drama, Family",4.1,53.0,Ashim S. Samanta,Shatrughan Sinha,Moushumi Chatterjee,Govinda,Average
336,Aakhri Badla,1989.0,120.0,"Action, Crime, Drama",5.0,21.0,Mangal Chakravarty,Tom Alter,Yogeeta Bali,Abhi Bhattacharya,Average
337,Aakhri Badla,2004.0,131.0,Action,6.0,55.0,Meena Amani,Harikrishna,Rajeev Kanakala,Mumait Khan,Average
338,Aakhri Cheekh,1991.0,131.0,Horror,4.8,47.0,Kiran Ramsay,Vijayendra Ghatge,Javed Khan,Sripradha,Average
339,Aakhri Chetawani,1993.0,131.0,Unknown,6.0,55.0,Deva Dutta,Bharat Bhushan,Sudha Chandran,Amita Nangia,Average
340,Aakhri Daao,1975.0,131.0,"Action, Crime, Drama",5.5,29.0,A. Salaam,Jeetendra,Saira Banu,Padma Khanna,Average
341,Aakhri Daku,1978.0,131.0,Action,5.6,21.0,Prakash Mehra,Randhir Kapoor,Vinod Khanna,Rekha,Average
342,Aakhri Dao,1958.0,131.0,Comedy,6.4,16.0,Mahesh Kaul,Nutan,Shekhar,Jeevan,Average
343,Aakhri Dastak,2004.0,131.0,Drama,6.0,55.0,Kishore Dang,Aasif Sheikh,Preeti Bhutani,Raza Murad,Average
344,Aakhri Galti,1936.0,131.0,Unknown,6.0,55.0,Kamlabai Gokhale,Unknown,Unknown,Unknown,Average
345,Aakhri Geet,1975.0,131.0,Unknown,6.0,55.0,G.V. Iyer,G.V. Narayana Rao,Rekha,Krishna Swamy,Average
346,Aakhri Ghulam,1989.0,171.0,"Action, Crime, Drama",4.9,34.0,Shibu Mitra,Mithun Chakraborty,Sonam,Anupam Kher,Average
347,Aakhri Goli,1977.0,131.0,Action,4.8,18.0,Shibu Mitra,Sunil Dutt,Leena Chandavarkar,Farida Jalal,Average
348,Aakhri Insaaf,1980.0,131.0,"Action, Mystery",4.9,10.0,Kalidas,Mithun Chakraborty,Vijayendra Ghatge,Ashok Kumar,Average
349,Aakhri Inteqam,2002.0,131.0,Action,2.5,16.0,Rajesh Bakshi,Sudesh Berry,Anu Kashyap,Amit Pachori,Below_average
350,Aakhri Kasam,1979.0,126.0,"Action, Thriller",6.3,7.0,Dinesh-Ramanesh,Ramesh Puri,Vinod Mehra,Yogeeta Bali,Average
351,Aakhri Khat,1966.0,153.0,Drama,6.9,122.0,Chetan Anand,Rajesh Khanna,Indrani Mukherjee,Master Bunty,Average
352,Aakhri Khwahish-Ek Gunah Ki,2003.0,131.0,Thriller,6.0,55.0,Amrit Batra,Arun Bakshi,Ramesh Bhatkar,Dinesh Hingoo,Average
353,Aakhri Mohabbat,1994.0,131.0,Romance,6.0,55.0,Abhilasha,Girish,Ravi Menon,Raghu,Average
354,Aakhri Mujra,1981.0,121.0,"Drama, Musical",6.0,55.0,Hiren Nag,Asha Parekh,Vikram Makandar,Zarina Wahab,Average
355,Aakhri Muqabla,1978.0,131.0,Action,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
356,Aakhri Nishan,1974.0,131.0,Unknown,6.0,55.0,S.A. Ashokan,Ram Chandran,Jyothi Lakshmi,Unknown,Average
357,Aakhri Nishchay,1988.0,131.0,Drama,6.0,55.0,K.C. Agarwal,Ratan Aulakh,Anil Chadha,Sudhir Dalvi,Average
358,Aakhri Paigham,1949.0,131.0,Unknown,6.0,55.0,Muzammil Khurshid,Muzammil Khurshid,Leela Mishra,Niranjan Sharma,Average
359,Aakhri Raat,1999.0,131.0,Thriller,6.0,55.0,Papu Bahruz,Sudhir Dalvi,Raj Devgan,Mushtaq Khan,Average
360,Aakhri Sajda,1977.0,110.0,Drama,6.0,55.0,Helen,Jagdeep,Murad,Maya Sinha,Average
361,Aakhri Sangam,1990.0,160.0,"Action, Romance",7.3,39.0,N.K. Vishwanathan,Nassar,Nirosha,Aurn Pandian,Hit
362,Aakhri Sanghursh,1997.0,138.0,Action,2.8,17.0,Narendra Bedi,Vijayendra Ghatge,Kaajal Kiran,Mukesh Khanna,Below_average
363,Aakhri Sauda: The Last Deal,2016.0,131.0,Thriller,6.0,55.0,Sandeep Kumar,Tanvi Arora,Sonia Bajwa,Aaryan Chopra,Average
364,Aakraman,1975.0,139.0,"Drama, History, Romance",6.3,44.0,J. Om Prakash,Ashok Kumar,Sanjeev Kumar,Rakesh Roshan,Average
365,Aakrandan,2001.0,131.0,Drama,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
366,Aakrant,1988.0,131.0,Drama,6.0,55.0,Vinod Kumar,Sadashiv Amrapurkar,C.S. Dubey,Kislaya,Average
367,Aakrosh,1980.0,144.0,"Crime, Drama, Music",7.9,887.0,Govind Nihalani,Naseeruddin Shah,Smita Patil,Amrish Puri,Hit
368,Aakrosh,2010.0,115.0,"Action, Crime, Thriller",7.0,3464.0,Priyadarshan,Ajay Devgn,Akshaye Khanna,Bipasha Basu,Hit
369,Aakrosh: Cyclone of Anger,1998.0,131.0,"Action, Crime, Drama",4.6,93.0,Lateef Binny,Sunil Shetty,Shilpa Shetty Kundra,Girish Karnad,Average
370,Aalaap,2012.0,116.0,Sci-Fi,5.4,26.0,Manish Manikpuri,Omkar Das Manikpuri,Pitobash,Amit Purohit,Average
371,Aalavandhan,2001.0,177.0,"Action, Thriller",7.2,2192.0,Suresh Krishna,Kamal Haasan,Raveena Tandon,Manisha Koirala,Hit
372,Aalha Udal,1962.0,131.0,"Drama, History",6.0,55.0,Jaswant Jhaveri,Master Bhagwan,Paidi Jairaj,Jeevan,Average
373,Aalwar,2007.0,152.0,Action,3.0,922.0,Chella,Ajith Kumar,Asin Thottumkal,Vivek,Below_average
374,Aamaar Bhuvan,2018.0,107.0,"Drama, Family",7.7,72.0,Mrinal Sen,Saswata Chatterjee,Nandita Das,Koushik Sen,Hit
